0.2073460 0.6636880 -0.4181420 ; 0.1517950 0.7109550 -0.3581210
0.2102120 0.6625260 -0.3544730 ; 0.1517950 0.7109550 -0.3581210
0.2073460 0.6636880 -0.4181420 ; 0.2102120 0.6625260 -0.3544730
0.2102820 0.6521380 -0.2899380 ; 0.3549590 0.5158690 -0.3408950
0.2102120 0.6625260 -0.3544730 ; 0.3549590 0.5158690 -0.3408950
0.2102820 0.6521380 -0.2899380 ; 0.2102120 0.6625260 -0.3544730
0.0392680 0.7378820 -0.3036020 ; 0.0373820 0.7074490 -0.2543430
0.0342460 0.6655590 -0.2862720 ; 0.0392680 0.7378820 -0.3036020
0.0373820 0.7074490 -0.2543430 ; 0.0342460 0.6655590 -0.2862720
0.0335260 0.6417380 -0.2290800 ; 0.0342460 0.6655590 -0.2862720
0.0373820 0.7074490 -0.2543430 ; 0.0335260 0.6417380 -0.2290800
0.0349700 0.5880240 -0.2075690 ; 0.0327940 0.4502730 -0.1707340
0.0342920 0.4578970 -0.2403470 ; 0.0349700 0.5880240 -0.2075690
0.0362090 0.6011350 -0.2698510 ; 0.0349700 0.5880240 -0.2075690
0.0342920 0.4578970 -0.2403470 ; 0.0362090 0.6011350 -0.2698510
0.0394970 0.6102670 -0.3368470 ; 0.0362090 0.6011350 -0.2698510
0.0377700 0.4638300 -0.3139090 ; 0.0394970 0.6102670 -0.3368470
0.0362090 0.6011350 -0.2698510 ; 0.0377700 0.4638300 -0.3139090
0.0342460 0.6655590 -0.2862720 ; 0.0362090 0.6011350 -0.2698510
0.0394970 0.6102670 -0.3368470 ; 0.0342460 0.6655590 -0.2862720
0.0376290 0.6806220 -0.3491750 ; 0.0342460 0.6655590 -0.2862720
0.0394970 0.6102670 -0.3368470 ; 0.0376290 0.6806220 -0.3491750
0.5935220 -0.7191340 -0.2602450 ; 0.3908950 -0.7660350 -0.2616350
0.5791690 -0.7126200 -0.1859230 ; 0.5935220 -0.7191340 -0.2602450
0.3908950 -0.7660350 -0.2616350 ; 0.5791690 -0.7126200 -0.1859230
0.3821790 -0.7606730 -0.1881550 ; 0.5791690 -0.7126200 -0.1859230
0.3908950 -0.7660350 -0.2616350 ; 0.3821790 -0.7606730 -0.1881550
0.6878100 -0.6653070 -0.2596760 ; 0.5935220 -0.7191340 -0.2602450
0.6788700 -0.6544770 -0.1852250 ; 0.6878100 -0.6653070 -0.2596760
0.5935220 -0.7191340 -0.2602450 ; 0.6788700 -0.6544770 -0.1852250
0.5791690 -0.7126200 -0.1859230 ; 0.6788700 -0.6544770 -0.1852250
0.6765310 -0.6501650 -0.3891920 ; 0.5915430 -0.6975700 -0.3871060
0.6855860 -0.6615800 -0.3306560 ; 0.6765310 -0.6501650 -0.3891920
0.5915430 -0.6975700 -0.3871060 ; 0.6855860 -0.6615800 -0.3306560
0.5960730 -0.7117770 -0.3299930 ; 0.6855860 -0.6615800 -0.3306560
0.5915430 -0.6975700 -0.3871060 ; 0.5960730 -0.7117770 -0.3299930
0.3925000 -0.7571590 -0.3295220 ; 0.3908950 -0.7660350 -0.2616350
0.5935220 -0.7191340 -0.2602450 ; 0.3925000 -0.7571590 -0.3295220
0.5960730 -0.7117770 -0.3299930 ; 0.3925000 -0.7571590 -0.3295220
0.5935220 -0.7191340 -0.2602450 ; 0.5960730 -0.7117770 -0.3299930
0.7474230 -0.5801100 -0.1877570 ; 0.7243630 -0.5618240 -0.1146490
0.7834650 -0.4918580 -0.1883640 ; 0.7474230 -0.5801100 -0.1877570
0.7243630 -0.5618240 -0.1146490 ; 0.7834650 -0.4918580 -0.1883640
0.7605120 -0.4810320 -0.1180760 ; 0.7834650 -0.4918580 -0.1883640
0.7243630 -0.5618240 -0.1146490 ; 0.7605120 -0.4810320 -0.1180760
0.7847850 -0.3443140 -0.1787290 ; 0.7520190 -0.2041140 -0.1709190
0.7720100 -0.2049660 -0.2479390 ; 0.7847850 -0.3443140 -0.1787290
0.8008500 -0.3488900 -0.2541800 ; 0.7847850 -0.3443140 -0.1787290
0.7720100 -0.2049660 -0.2479390 ; 0.8008500 -0.3488900 -0.2541800
0.7739970 -0.2047710 -0.3257070 ; 0.8008500 -0.3488900 -0.2541800
0.8018820 -0.3481980 -0.3298400 ; 0.8008500 -0.3488900 -0.2541800
0.7739970 -0.2047710 -0.3257070 ; 0.8018820 -0.3481980 -0.3298400
0.7584990 -0.5881550 -0.2609130 ; 0.7961580 -0.4961270 -0.2608090
0.7576800 -0.5849950 -0.3325370 ; 0.7584990 -0.5881550 -0.2609130
0.7961580 -0.4961270 -0.2608090 ; 0.7576800 -0.5849950 -0.3325370
0.7966320 -0.4931830 -0.3333270 ; 0.7576800 -0.5849950 -0.3325370
0.7961580 -0.4961270 -0.2608090 ; 0.7966320 -0.4931830 -0.3333270
0.3882720 0.2747800 -0.0703750 ; 0.3118340 0.2462150 -0.0393870
0.2744300 0.4476940 -0.1060470 ; 0.3882720 0.2747800 -0.0703750
0.3118340 0.2462150 -0.0393870 ; 0.2744300 0.4476940 -0.1060470
0.3118340 0.2462150 -0.0393870 ; 0.2203040 0.4226960 -0.0806220
0.3882720 0.2747800 -0.0703750 ; 0.5018550 0.0802520 -0.0465850
0.4141740 0.0488860 -0.0098890 ; 0.3882720 0.2747800 -0.0703750
0.4141740 0.0488860 -0.0098890 ; 0.3118340 0.2462150 -0.0393870
0.2362680 0.2173490 -0.0171430 ; 0.3118340 0.2462150 -0.0393870
0.3257450 0.0159220 0.0183520 ; 0.2362680 0.2173490 -0.0171430
0.3118340 0.2462150 -0.0393870 ; 0.3257450 0.0159220 0.0183520
0.2362680 0.2173490 -0.0171430 ; 0.1532270 0.4069120 -0.0657490
0.2203040 0.4226960 -0.0806220 ; 0.2362680 0.2173490 -0.0171430
0.3099190 -0.6258060 0.0231530 ; 0.1562840 -0.6445880 0.0226640
0.2756190 -0.5391440 0.0703590 ; 0.3099190 -0.6258060 0.0231530
0.1562840 -0.6445880 0.0226640 ; 0.2756190 -0.5391440 0.0703590
0.1402270 -0.5553380 0.0711110 ; 0.2756190 -0.5391440 0.0703590
0.1562840 -0.6445880 0.0226640 ; 0.1402270 -0.5553380 0.0711110
0.3661360 -0.7400840 -0.1095520 ; 0.1823810 -0.7609280 -0.1123800
0.3411850 -0.6938580 -0.0387230 ; 0.3661360 -0.7400840 -0.1095520
0.1823810 -0.7609280 -0.1123800 ; 0.3411850 -0.6938580 -0.0387230
0.1707780 -0.7141440 -0.0405830 ; 0.3411850 -0.6938580 -0.0387230
0.1823810 -0.7609280 -0.1123800 ; 0.1707780 -0.7141440 -0.0405830
-0.0000100 -0.6486410 0.0218150 ; 0.1562840 -0.6445880 0.0226640
0.1562840 -0.6445880 0.0226640 ; -0.0000100 -0.7181690 -0.0420150
0.1707780 -0.7141440 -0.0405830 ; -0.0000100 -0.7181690 -0.0420150
0.1562840 -0.6445880 0.0226640 ; 0.1707780 -0.7141440 -0.0405830
0.1149320 -0.4095550 0.1011200 ; -0.0000100 -0.5591410 0.0708840
0.1402270 -0.5553380 0.0711110 ; -0.0000100 -0.5591410 0.0708840
0.1149320 -0.4095550 0.1011200 ; 0.1402270 -0.5553380 0.0711110
0.5655490 -0.5274130 0.0116670 ; 0.4584800 -0.5853810 0.0214910
0.4988410 -0.4487660 0.0510350 ; 0.5655490 -0.5274130 0.0116670
0.4584800 -0.5853810 0.0214910 ; 0.4988410 -0.4487660 0.0510350
0.4016000 -0.5059220 0.0673480 ; 0.4988410 -0.4487660 0.0510350
0.4584800 -0.5853810 0.0214910 ; 0.4016000 -0.5059220 0.0673480
0.6558570 -0.6301180 -0.1083020 ; 0.5524600 -0.6919110 -0.1075760
0.6164600 -0.5870280 -0.0422160 ; 0.6558570 -0.6301180 -0.1083020
0.5524600 -0.6919110 -0.1075760 ; 0.6164600 -0.5870280 -0.0422160
0.5108870 -0.6483390 -0.0385100 ; 0.6164600 -0.5870280 -0.0422160
0.5524600 -0.6919110 -0.1075760 ; 0.5108870 -0.6483390 -0.0385100
0.3099190 -0.6258060 0.0231530 ; 0.4584800 -0.5853810 0.0214910
0.3411850 -0.6938580 -0.0387230 ; 0.3099190 -0.6258060 0.0231530
0.4584800 -0.5853810 0.0214910 ; 0.3411850 -0.6938580 -0.0387230
0.5108870 -0.6483390 -0.0385100 ; 0.3411850 -0.6938580 -0.0387230
0.4584800 -0.5853810 0.0214910 ; 0.5108870 -0.6483390 -0.0385100
0.2756190 -0.5391440 0.0703590 ; 0.2234070 -0.3977110 0.0996490
0.3192510 -0.3744860 0.0961900 ; 0.2756190 -0.5391440 0.0703590
0.4016000 -0.5059220 0.0673480 ; 0.2756190 -0.5391440 0.0703590
0.3192510 -0.3744860 0.0961900 ; 0.4016000 -0.5059220 0.0673480
0.7237500 -0.4588320 -0.0607090 ; 0.6791040 -0.4234320 -0.0188550
0.6996680 -0.3282490 -0.0434370 ; 0.7237500 -0.4588320 -0.0607090
0.6791040 -0.4234320 -0.0188550 ; 0.6996680 -0.3282490 -0.0434370
0.6335190 -0.3314110 0.0030170 ; 0.6996680 -0.3282490 -0.0434370
0.6791040 -0.4234320 -0.0188550 ; 0.6335190 -0.3314110 0.0030170
0.6280300 -0.4784570 0.0026770 ; 0.6791040 -0.4234320 -0.0188550
0.6871850 -0.5284630 -0.0538210 ; 0.6280300 -0.4784570 0.0026770
0.6791040 -0.4234320 -0.0188550 ; 0.6871850 -0.5284630 -0.0538210
0.7237500 -0.4588320 -0.0607090 ; 0.6871850 -0.5284630 -0.0538210
0.5688530 -0.3815590 0.0334660 ; 0.4934370 -0.2758500 0.0464960
0.5708300 -0.2314840 0.0107540 ; 0.5688530 -0.3815590 0.0334660
0.6335190 -0.3314110 0.0030170 ; 0.5688530 -0.3815590 0.0334660
0.5708300 -0.2314840 0.0107540 ; 0.6335190 -0.3314110 0.0030170
0.0385200 0.7196990 -0.5402420 ; 0.0492410 0.7549910 -0.5450410
0.0451650 0.7445270 -0.4840890 ; 0.0385200 0.7196990 -0.5402420
0.0492410 0.7549910 -0.5450410 ; 0.0451650 0.7445270 -0.4840890
0.0532240 0.7789760 -0.4876320 ; 0.0451650 0.7445270 -0.4840890
0.0492410 0.7549910 -0.5450410 ; 0.0532240 0.7789760 -0.4876320
0.0412030 0.6524580 -0.6248220 ; 0.0497620 0.6797590 -0.6273180
0.0345600 0.6874960 -0.5916140 ; 0.0412030 0.6524580 -0.6248220
0.0497620 0.6797590 -0.6273180 ; 0.0345600 0.6874960 -0.5916140
0.0446960 0.7195600 -0.5953610 ; 0.0345600 0.6874960 -0.5916140
0.0497620 0.6797590 -0.6273180 ; 0.0446960 0.7195600 -0.5953610
0.0847310 0.6943380 -0.5923800 ; 0.0880270 0.7269150 -0.5417570
0.0446960 0.7195600 -0.5953610 ; 0.0847310 0.6943380 -0.5923800
0.0880270 0.7269150 -0.5417570 ; 0.0446960 0.7195600 -0.5953610
0.0492410 0.7549910 -0.5450410 ; 0.0446960 0.7195600 -0.5953610
0.0880270 0.7269150 -0.5417570 ; 0.0492410 0.7549910 -0.5450410
0.0889640 0.7500540 -0.4851890 ; 0.0905450 0.7629370 -0.4251980
0.0532240 0.7789760 -0.4876320 ; 0.0889640 0.7500540 -0.4851890
0.0905450 0.7629370 -0.4251980 ; 0.0532240 0.7789760 -0.4876320
0.0532920 0.7923350 -0.4281200 ; 0.0532240 0.7789760 -0.4876320
0.0905450 0.7629370 -0.4251980 ; 0.0532920 0.7923350 -0.4281200
0.3405820 0.5059000 -0.4701410 ; 0.4900640 0.3175780 -0.4614870
0.3500760 0.5158910 -0.4075010 ; 0.3405820 0.5059000 -0.4701410
0.4900640 0.3175780 -0.4614870 ; 0.3500760 0.5158910 -0.4075010
0.5031260 0.3241540 -0.3972520 ; 0.3500760 0.5158910 -0.4075010
0.4900640 0.3175780 -0.4614870 ; 0.5031260 0.3241540 -0.3972520
0.4637130 0.2982670 -0.5694370 ; 0.4778260 0.3097830 -0.5181060
0.3230400 0.4711850 -0.5780400 ; 0.4637130 0.2982670 -0.5694370
0.4778260 0.3097830 -0.5181060 ; 0.3230400 0.4711850 -0.5780400
0.3323620 0.4916250 -0.5268460 ; 0.3230400 0.4711850 -0.5780400
0.4778260 0.3097830 -0.5181060 ; 0.3323620 0.4916250 -0.5268460
0.4637130 0.2982670 -0.5694370 ; 0.4478410 0.2791400 -0.6053500
0.5867730 0.1135470 -0.5613620 ; 0.4637130 0.2982670 -0.5694370
0.4478410 0.2791400 -0.6053500 ; 0.5867730 0.1135470 -0.5613620
0.5664320 0.1032920 -0.5967850 ; 0.5867730 0.1135470 -0.5613620
0.4478410 0.2791400 -0.6053500 ; 0.5664320 0.1032920 -0.5967850
0.6196370 0.1177680 -0.4559790 ; 0.4900640 0.3175780 -0.4614870
0.6044430 0.1164570 -0.5113660 ; 0.6196370 0.1177680 -0.4559790
0.4900640 0.3175780 -0.4614870 ; 0.6044430 0.1164570 -0.5113660
0.4778260 0.3097830 -0.5181060 ; 0.6044430 0.1164570 -0.5113660
0.4900640 0.3175780 -0.4614870 ; 0.4778260 0.3097830 -0.5181060
0.6044430 0.1164570 -0.5113660 ; 0.6825250 -0.0587120 -0.5070100
0.6825250 -0.0587120 -0.5070100 ; 0.6196370 0.1177680 -0.4559790
0.6989720 -0.0628390 -0.4540800 ; 0.6196370 0.1177680 -0.4559790
0.6825250 -0.0587120 -0.5070100 ; 0.6989720 -0.0628390 -0.4540800
0.5664320 0.1032920 -0.5967850 ; 0.6406120 -0.0566280 -0.5880620
0.6406120 -0.0566280 -0.5880620 ; 0.5867730 0.1135470 -0.5613620
0.6634250 -0.0547100 -0.5542600 ; 0.5867730 0.1135470 -0.5613620
0.6406120 -0.0566280 -0.5880620 ; 0.6634250 -0.0547100 -0.5542600
0.7313380 -0.1871980 -0.5043810 ; 0.6825250 -0.0587120 -0.5070100
0.7123640 -0.1791490 -0.5493430 ; 0.7313380 -0.1871980 -0.5043810
0.6825250 -0.0587120 -0.5070100 ; 0.7123640 -0.1791490 -0.5493430
0.6634250 -0.0547100 -0.5542600 ; 0.7123640 -0.1791490 -0.5493430
0.6825250 -0.0587120 -0.5070100 ; 0.6634250 -0.0547100 -0.5542600
0.7659180 -0.2017750 -0.3929690 ; 0.7160750 -0.0651400 -0.3913680
0.7482500 -0.1954210 -0.4537480 ; 0.7659180 -0.2017750 -0.3929690
0.7160750 -0.0651400 -0.3913680 ; 0.7482500 -0.1954210 -0.4537480
0.6989720 -0.0628390 -0.4540800 ; 0.7482500 -0.1954210 -0.4537480
0.7160750 -0.0651400 -0.3913680 ; 0.6989720 -0.0628390 -0.4540800
0.0343930 0.4313860 -0.5111070 ; 0.0367840 0.4392640 -0.4470090
0.0312070 0.4314990 -0.5111570 ; 0.0343930 0.4313860 -0.5111070
0.0367840 0.4392640 -0.4470090 ; 0.0312070 0.4314990 -0.5111570
0.0321970 0.4392400 -0.4469870 ; 0.0312070 0.4314990 -0.5111570
0.0367840 0.4392640 -0.4470090 ; 0.0321970 0.4392400 -0.4469870
0.0268190 0.4177860 -0.5708180 ; 0.0264630 0.3856700 -0.6100580
0.0315570 0.4174530 -0.5705650 ; 0.0268190 0.4177860 -0.5708180
0.0264630 0.3856700 -0.6100580 ; 0.0315570 0.4174530 -0.5705650
0.0317260 0.3858690 -0.6099070 ; 0.0315570 0.4174530 -0.5705650
0.0264630 0.3856700 -0.6100580 ; 0.0317260 0.3858690 -0.6099070
0.0347570 0.4442880 -0.5131840 ; 0.0343930 0.4313860 -0.5111070
0.0276170 0.4293550 -0.5704680 ; 0.0347570 0.4442880 -0.5131840
0.0343930 0.4313860 -0.5111070 ; 0.0276170 0.4293550 -0.5704680
0.0315570 0.4174530 -0.5705650 ; 0.0276170 0.4293550 -0.5704680
0.0343930 0.4313860 -0.5111070 ; 0.0315570 0.4174530 -0.5705650
0.0409860 0.4582910 -0.4518210 ; 0.0367840 0.4392640 -0.4470090
0.0343930 0.4313860 -0.5111070 ; 0.0409860 0.4582910 -0.4518210
0.0347570 0.4442880 -0.5131840 ; 0.0409860 0.4582910 -0.4518210
0.2016140 0.6516330 -0.4788230 ; 0.2073460 0.6636880 -0.4181420
0.1482980 0.7004990 -0.4817520 ; 0.2016140 0.6516330 -0.4788230
0.2073460 0.6636880 -0.4181420 ; 0.1482980 0.7004990 -0.4817520
0.1520220 0.7131030 -0.4213940 ; 0.1482980 0.7004990 -0.4817520
0.1929260 0.6043450 -0.5856510 ; 0.1975290 0.6322480 -0.5352070
0.1426930 0.6501790 -0.5885950 ; 0.1929260 0.6043450 -0.5856510
0.1975290 0.6322480 -0.5352070 ; 0.1426930 0.6501790 -0.5885950
0.1462060 0.6797980 -0.5380000 ; 0.1426930 0.6501790 -0.5885950
0.1975290 0.6322480 -0.5352070 ; 0.1462060 0.6797980 -0.5380000
0.1929260 0.6043450 -0.5856510 ; 0.1869950 0.5718580 -0.6195070
0.3230400 0.4711850 -0.5780400 ; 0.1929260 0.6043450 -0.5856510
0.1869950 0.5718580 -0.6195070 ; 0.3230400 0.4711850 -0.5780400
0.3123770 0.4445330 -0.6132320 ; 0.3230400 0.4711850 -0.5780400
0.1869950 0.5718580 -0.6195070 ; 0.3123770 0.4445330 -0.6132320
0.2016140 0.6516330 -0.4788230 ; 0.1975290 0.6322480 -0.5352070
0.3405820 0.5059000 -0.4701410 ; 0.2016140 0.6516330 -0.4788230
0.1975290 0.6322480 -0.5352070 ; 0.3405820 0.5059000 -0.4701410
0.3323620 0.4916250 -0.5268460 ; 0.3405820 0.5059000 -0.4701410
0.1975290 0.6322480 -0.5352070 ; 0.3323620 0.4916250 -0.5268460
0.0347570 0.4442880 -0.5131840 ; 0.0362510 0.5836110 -0.5256250
0.0362510 0.5836110 -0.5256250 ; 0.0409860 0.4582910 -0.4518210
0.0424760 0.6028600 -0.4668350 ; 0.0409860 0.4582910 -0.4518210
0.0362510 0.5836110 -0.5256250 ; 0.0424760 0.6028600 -0.4668350
0.0344770 0.4094400 -0.6080450 ; 0.0347890 0.5285700 -0.6150720
0.0276170 0.4293550 -0.5704680 ; 0.0344770 0.4094400 -0.6080450
0.0347890 0.5285700 -0.6150720 ; 0.0276170 0.4293550 -0.5704680
0.0292440 0.5550190 -0.5790820 ; 0.0276170 0.4293550 -0.5704680
0.0347890 0.5285700 -0.6150720 ; 0.0292440 0.5550190 -0.5790820
0.0292440 0.5550190 -0.5790820 ; 0.0287400 0.6225580 -0.5852160
0.0362510 0.5836110 -0.5256250 ; 0.0292440 0.5550190 -0.5790820
0.0287400 0.6225580 -0.5852160 ; 0.0362510 0.5836110 -0.5256250
0.0341580 0.6523510 -0.5324270 ; 0.0362510 0.5836110 -0.5256250
0.0287400 0.6225580 -0.5852160 ; 0.0341580 0.6523510 -0.5324270
0.0424760 0.6028600 -0.4668350 ; 0.0410680 0.6741300 -0.4750440
0.0414300 0.6124500 -0.4028330 ; 0.0424760 0.6028600 -0.4668350
0.0410680 0.6741300 -0.4750440 ; 0.0414300 0.6124500 -0.4028330
0.0397390 0.6846590 -0.4129170 ; 0.0414300 0.6124500 -0.4028330
0.0410680 0.6741300 -0.4750440 ; 0.0397390 0.6846590 -0.4129170
0.6478520 -0.6108470 -0.4779140 ; 0.5696880 -0.6549150 -0.4723330
0.6636200 -0.6303070 -0.4386380 ; 0.6478520 -0.6108470 -0.4779140
0.5696880 -0.6549150 -0.4723330 ; 0.6636200 -0.6303070 -0.4386380
0.5810710 -0.6763300 -0.4348090 ; 0.6636200 -0.6303070 -0.4386380
0.5696880 -0.6549150 -0.4723330 ; 0.5810710 -0.6763300 -0.4348090
0.6128040 -0.5653460 -0.5353130 ; 0.5432610 -0.6105670 -0.5264120
0.6316840 -0.5892830 -0.5104410 ; 0.6128040 -0.5653460 -0.5353130
0.5432610 -0.6105670 -0.5264120 ; 0.6316840 -0.5892830 -0.5104410
0.5570600 -0.6324770 -0.5029880 ; 0.6316840 -0.5892830 -0.5104410
0.5432610 -0.6105670 -0.5264120 ; 0.5570600 -0.6324770 -0.5029880
0.3675330 -0.6731870 -0.4948260 ; 0.5570600 -0.6324770 -0.5029880
0.5432610 -0.6105670 -0.5264120 ; 0.3675330 -0.6731870 -0.4948260
0.3594810 -0.6501910 -0.5174640 ; 0.3675330 -0.6731870 -0.4948260
0.5432610 -0.6105670 -0.5264120 ; 0.3594810 -0.6501910 -0.5174640
0.3831760 -0.7190230 -0.4303060 ; 0.3897060 -0.7415770 -0.3846220
0.5810710 -0.6763300 -0.4348090 ; 0.3831760 -0.7190230 -0.4303060
0.3897060 -0.7415770 -0.3846220 ; 0.5810710 -0.6763300 -0.4348090
0.5915430 -0.6975700 -0.3871060 ; 0.5810710 -0.6763300 -0.4348090
0.3897060 -0.7415770 -0.3846220 ; 0.5915430 -0.6975700 -0.3871060
0.1866160 -0.7142570 -0.4631560 ; 0.1902670 -0.7370880 -0.4286950
0.3757730 -0.6965730 -0.4658940 ; 0.1866160 -0.7142570 -0.4631560
0.1902670 -0.7370880 -0.4286950 ; 0.3757730 -0.6965730 -0.4658940
0.3831760 -0.7190230 -0.4303060 ; 0.3757730 -0.6965730 -0.4658940
0.1902670 -0.7370880 -0.4286950 ; 0.3831760 -0.7190230 -0.4303060
0.1825320 -0.6905690 -0.4911120 ; 0.1866160 -0.7142570 -0.4631560
0.3675330 -0.6731870 -0.4948260 ; 0.1825320 -0.6905690 -0.4911120
0.1866160 -0.7142570 -0.4631560 ; 0.3675330 -0.6731870 -0.4948260
0.3757730 -0.6965730 -0.4658940 ; 0.3675330 -0.6731870 -0.4948260
0.1825320 -0.6905690 -0.4911120 ; 0.1788210 -0.6673320 -0.5132810
-0.0000100 -0.6938030 -0.4904680 ; 0.1825320 -0.6905690 -0.4911120
0.1788210 -0.6673320 -0.5132810 ; -0.0000100 -0.6938030 -0.4904680
0.1788210 -0.6673320 -0.5132810 ; -0.0000100 -0.6705900 -0.5124840
0.1866160 -0.7142570 -0.4631560 ; -0.0000100 -0.7174850 -0.4628270
-0.0000100 -0.7403280 -0.4287390 ; 0.1866160 -0.7142570 -0.4631560
-0.0000100 -0.7403280 -0.4287390 ; 0.1902670 -0.7370880 -0.4286950
0.7597190 -0.3202060 -0.5007430 ; 0.7565100 -0.4565760 -0.4946470
0.7764560 -0.3325070 -0.4528810 ; 0.7597190 -0.3202060 -0.5007430
0.7565100 -0.4565760 -0.4946470 ; 0.7764560 -0.3325070 -0.4528810
0.7725510 -0.4718650 -0.4499250 ; 0.7764560 -0.3325070 -0.4528810
0.7565100 -0.4565760 -0.4946470 ; 0.7725510 -0.4718650 -0.4499250
0.7129220 -0.2927260 -0.5764620 ; 0.7153770 -0.4300440 -0.5601930
0.7411520 -0.3075580 -0.5426760 ; 0.7129220 -0.2927260 -0.5764620
0.7153770 -0.4300440 -0.5601930 ; 0.7411520 -0.3075580 -0.5426760
0.7383070 -0.4399290 -0.5329080 ; 0.7411520 -0.3075580 -0.5426760
0.7153770 -0.4300440 -0.5601930 ; 0.7383070 -0.4399290 -0.5329080
0.7180040 -0.5407490 -0.4867150 ; 0.7565100 -0.4565760 -0.4946470
0.7003780 -0.5212510 -0.5220820 ; 0.7180040 -0.5407490 -0.4867150
0.7565100 -0.4565760 -0.4946470 ; 0.7003780 -0.5212510 -0.5220820
0.7383070 -0.4399290 -0.5329080 ; 0.7003780 -0.5212510 -0.5220820
0.7565100 -0.4565760 -0.4946470 ; 0.7383070 -0.4399290 -0.5329080
0.7491910 -0.5753210 -0.3926850 ; 0.7889400 -0.4853440 -0.3952350
0.7341230 -0.5583430 -0.4447000 ; 0.7491910 -0.5753210 -0.3926850
0.7889400 -0.4853440 -0.3952350 ; 0.7341230 -0.5583430 -0.4447000
0.7725510 -0.4718650 -0.4499250 ; 0.7341230 -0.5583430 -0.4447000
0.7889400 -0.4853440 -0.3952350 ; 0.7725510 -0.4718650 -0.4499250
0.0191830 0.4247450 -0.0651520 ; -0.0000100 0.4247450 -0.0651520
0.0193270 0.4322670 -0.0964170 ; 0.0191830 0.4247450 -0.0651520
-0.0000100 0.4247450 -0.0651520 ; 0.0193270 0.4322670 -0.0964170
0.0293410 0.4254690 -0.0653990 ; 0.0191830 0.4247450 -0.0651520
0.0193270 0.4322670 -0.0964170 ; 0.0293410 0.4254690 -0.0653990
0.0374980 0.3300470 -0.0332670 ; 0.0191830 0.4247450 -0.0651520
0.0239830 0.3284320 -0.0327700 ; 0.0191830 0.4247450 -0.0651520
0.0374980 0.3300470 -0.0332670 ; 0.0239830 0.3284320 -0.0327700
0.0191830 0.4247450 -0.0651520 ; -0.0000100 0.3283420 -0.0327400
0.0239830 0.3284320 -0.0327700 ; -0.0000100 0.3283420 -0.0327400
0.0379210 0.1563850 0.0164960 ; 0.0239830 0.3284320 -0.0327700
0.0374980 0.3300470 -0.0332670 ; 0.0379210 0.1563850 0.0164960
0.0729490 0.1592630 0.0158140 ; 0.0379210 0.1563850 0.0164960
0.0601760 -0.0603430 0.0614170 ; 0.0729490 0.1592630 0.0158140
0.0601760 -0.0603430 0.0614170 ; 0.0379210 0.1563850 0.0164960
-0.0000100 0.1560120 0.0165820 ; 0.0379210 0.1563850 0.0164960
0.0379210 0.1563850 0.0164960 ; -0.0000100 -0.0612940 0.0615940
0.1939550 -0.7858280 -0.2637330 ; -0.0000100 -0.7893360 -0.2650840
0.1898650 -0.7811260 -0.1909490 ; 0.1939550 -0.7858280 -0.2637330
-0.0000100 -0.7893360 -0.2650840 ; 0.1898650 -0.7811260 -0.1909490
-0.0000100 -0.7848130 -0.1926160 ; 0.1898650 -0.7811260 -0.1909490
0.3908950 -0.7660350 -0.2616350 ; 0.1939550 -0.7858280 -0.2637330
0.1939550 -0.7858280 -0.2637330 ; 0.3821790 -0.7606730 -0.1881550
0.1898650 -0.7811260 -0.1909490 ; 0.3821790 -0.7606730 -0.1881550
0.1947400 -0.7762730 -0.3303870 ; 0.1939550 -0.7858280 -0.2637330
0.3908950 -0.7660350 -0.2616350 ; 0.1947400 -0.7762730 -0.3303870
0.3925000 -0.7571590 -0.3295220 ; 0.1947400 -0.7762730 -0.3303870
0.1947400 -0.7762730 -0.3303870 ; -0.0000100 -0.7796540 -0.3312820
-0.0000100 -0.7893360 -0.2650840 ; 0.1947400 -0.7762730 -0.3303870
0.0268190 0.4177860 -0.5708180 ; 0.0176420 0.4179290 -0.5712080
0.0176420 0.4179290 -0.5712080 ; 0.0264630 0.3856700 -0.6100580
0.0158780 0.3831580 -0.6106400 ; 0.0264630 0.3856700 -0.6100580
0.0176420 0.4179290 -0.5712080 ; 0.0158780 0.3831580 -0.6106400
0.0189960 0.4392030 -0.4469810 ; 0.0321970 0.4392400 -0.4469870
0.0194280 0.4469420 -0.3786170 ; 0.0189960 0.4392030 -0.4469810
0.0321970 0.4392400 -0.4469870 ; 0.0194280 0.4469420 -0.3786170
0.0321970 0.4392400 -0.4469870 ; 0.0324860 0.4469220 -0.3786170
-0.0000100 0.4391970 -0.4469780 ; 0.0189960 0.4392030 -0.4469810
0.0189960 0.4392030 -0.4469810 ; -0.0000100 0.4469420 -0.3786170
0.0593960 0.6299060 -0.6438320 ; 0.0497620 0.6797590 -0.6273180
0.0412030 0.6524580 -0.6248220 ; 0.0593960 0.6299060 -0.6438320
0.0531670 0.6074900 -0.6429210 ; 0.0593960 0.6299060 -0.6438320
0.0412030 0.6524580 -0.6248220 ; 0.0531670 0.6074900 -0.6429210
0.0751960 0.6182180 -0.6426250 ; 0.0808270 0.6604680 -0.6230580
0.0593960 0.6299060 -0.6438320 ; 0.0751960 0.6182180 -0.6426250
0.0808270 0.6604680 -0.6230580 ; 0.0593960 0.6299060 -0.6438320
0.0808270 0.6604680 -0.6230580 ; 0.0497620 0.6797590 -0.6273180
